ID,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
823,RL,NA,12394,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Gd,847,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,7,BuiltIn,2003,Fin,2,433,TA,TA,Y,NA,NA,10,2007,WD,Family,225000
824,RL,60,9900,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,TA,TA,No,778,GasA,TA,Y,SBrkr,2,0,3,1,TA,7,Detchd,1940,Unf,1,240,TA,TA,Y,GdWo,NA,7,2009,WD,Normal,139500
825,FV,81,11216,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,Gd,No,1489,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,7,Attchd,2006,RFn,2,776,TA,TA,Y,NA,NA,6,2006,New,Partial,232600
826,RL,114,14803,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,Av,2078,GasA,Ex,Y,SBrkr,2,0,2,1,Ex,7,Attchd,2007,Fin,3,1220,TA,TA,Y,NA,NA,6,2008,New,Partial,385000
827,RM,50,6130,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,No,784,GasA,Gd,Y,SBrkr,1,0,2,1,Gd,5,NA,NA,NA,0,0,NA,NA,Y,NA,NA,5,2008,WD,Normal,109500
828,RL,65,8529,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1454,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,6,Attchd,2001,RFn,2,527,TA,TA,Y,NA,NA,4,2009,WD,Normal,189000
829,RL,NA,28698,Pave,NA,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,TA,TA,PConc,TA,Gd,Gd,1013,GasA,TA,Y,SBrkr,2,1,3,1,TA,7,Attchd,1967,Fin,2,538,TA,TA,Y,NA,NA,6,2009,WD,Abnorml,185000
830,FV,24,2544,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,No,600,GasA,Ex,Y,SBrkr,2,1,2,1,Gd,4,Detchd,2005,RFn,2,480,TA,TA,Y,NA,NA,7,2006,WD,Normal,147400
831,RL,80,11900,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,1392,GasA,TA,Y,FuseA,1,1,3,1,TA,6,Attchd,1957,RFn,2,458,TA,TA,Y,NA,NA,6,2008,WD,Normal,166000
832,FV,30,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,Gd,TA,No,600,GasA,Ex,Y,SBrkr,2,1,2,1,Gd,4,Detchd,2005,RFn,2,480,TA,TA,Y,NA,NA,6,2006,WD,Normal,151000
833,RL,44,9548,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,941,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,7,Attchd,2003,RFn,2,613,TA,TA,Y,NA,NA,1,2010,WD,Normal,237000
834,RL,100,10004,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1964,1964,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,No,1516,GasA,TA,Y,SBrkr,1,1,3,1,TA,6,Attchd,1964,RFn,2,472,TA,TA,Y,NA,NA,2,2009,WD,Normal,167000
835,RL,75,7875,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,1144,GasA,Gd,Y,SBrkr,1,0,3,1,TA,6,Attchd,1961,Unf,2,456,TA,TA,Y,GdWo,NA,9,2008,WD,Normal,139950
836,RL,60,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,TA,TA,CBlock,Gd,TA,No,1067,GasA,TA,Y,SBrkr,2,0,2,1,Gd,4,Attchd,1996,Unf,2,436,TA,TA,Y,NA,NA,2,2010,WD,Normal,128000
837,RM,90,8100,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,TA,TA,No,1559,GasA,Gd,Y,SBrkr,1,0,2,1,TA,5,Detchd,1948,Unf,2,812,TA,TA,Y,GdWo,NA,6,2007,COD,Normal,153500
838,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,483,GasA,TA,Y,SBrkr,1,1,2,1,TA,5,Detchd,1973,Unf,1,264,TA,TA,Y,NA,NA,11,2008,WD,Normal,100000
839,RL,75,9525,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,1099,GasA,Ex,Y,SBrkr,1,1,3,1,Gd,6,Attchd,1999,Unf,1,352,TA,TA,Y,NA,NA,6,2008,WD,Normal,144000
840,RL,70,11767,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,768,GasA,Ex,Y,SBrkr,1,0,3,1,TA,6,Detchd,1946,Unf,1,240,TA,TA,Y,NA,NA,5,2008,WD,Normal,130500
841,RH,NA,12155,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,No,672,GasA,TA,N,SBrkr,2,0,4,1,Fa,7,Detchd,1934,Unf,1,400,TA,TA,P,NA,NA,3,2008,WD,Normal,140000
842,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,TA,TA,No,650,GasA,Gd,Y,SBrkr,2,0,3,1,Gd,8,Detchd,1983,Unf,2,686,Gd,TA,P,NA,NA,6,2008,WD,Normal,157500
843,RL,82,9020,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Gd,1127,GasA,TA,Y,SBrkr,1,1,3,1,TA,6,Attchd,1966,RFn,2,490,Gd,Gd,Y,GdPrv,NA,5,2008,WD,Normal,174900
844,RL,80,8000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,1800,GasA,Ex,N,SBrkr,2,0,6,2,TA,10,NA,NA,NA,0,0,NA,NA,Y,NA,NA,7,2007,WD,Normal,141000
845,RM,100,12665,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,Mn,876,GasA,Gd,Y,SBrkr,1,1,4,1,TA,7,Detchd,1949,Unf,3,720,TA,TA,Y,NA,NA,6,2008,WD,Normal,153900
846,RL,NA,16647,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,Gd,1390,GasA,TA,Y,SBrkr,2,0,3,1,TA,6,Basment,1975,Fin,2,611,TA,TA,Y,NA,NA,1,2007,WD,Normal,171000
847,RL,75,9317,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,No,740,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,7,Attchd,1993,Unf,2,425,TA,TA,Y,NA,NA,7,2009,WD,Normal,213000
848,RL,36,15523,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,1972,1972,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,Av,864,GasA,Ex,Y,SBrkr,1,0,3,1,TA,5,Attchd,1972,Unf,1,338,TA,TA,Y,NA,NA,8,2009,WD,Normal,133500
849,RL,75,45600,Pave,NA,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,No,907,GasA,TA,Y,SBrkr,3,0,5,1,TA,10,Detchd,1908,Unf,2,360,Fa,TA,Y,NA,NA,9,2008,WD,Normal,240000
850,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,7,1976,1994,Hip,CompShg,Plywood,Plywood,Gd,Gd,CBlock,TA,TA,No,528,GasA,Ex,Y,SBrkr,2,1,3,1,TA,7,Attchd,1976,RFn,2,512,TA,TA,Y,NA,NA,8,2007,WD,Normal,187000
851,RM,36,4435,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,848,GasA,Ex,Y,SBrkr,1,0,1,1,Gd,3,Attchd,2003,Fin,2,420,TA,TA,Y,NA,NA,11,2007,WD,Normal,131500
852,RL,NA,3196,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Gd,1273,GasA,Ex,Y,SBrkr,2,0,2,1,Gd,7,Attchd,2003,Fin,2,400,TA,TA,Y,NA,NA,5,2006,WD,Normal,215000
853,RL,53,7128,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,No,918,GasA,Gd,Y,SBrkr,2,0,4,1,TA,7,Detchd,1941,Unf,1,240,TA,TA,Y,MnPrv,NA,8,2007,WD,Normal,164000
854,RL,NA,12095,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,TA,Gd,CBlock,TA,TA,Gd,1127,GasA,TA,Y,SBrkr,1,1,3,1,TA,7,Attchd,1964,RFn,2,645,TA,TA,Y,MnPrv,NA,8,2009,WD,Normal,158000
855,RL,102,17920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,TA,TA,CBlock,TA,TA,Mn,1763,GasA,TA,Y,SBrkr,1,1,3,1,TA,6,Attchd,1955,Unf,2,454,TA,TA,Y,NA,NA,7,2006,WD,Abnorml,170000
856,RL,NA,6897,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,TA,TA,No,1040,GasA,Ex,Y,SBrkr,1,1,3,1,TA,6,Detchd,1962,Unf,1,260,TA,TA,Y,NA,NA,4,2010,WD,Normal,127000
857,RL,NA,10970,Pave,NA,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,1978,1978,Gable,CompShg,Plywood,HdBoard,TA,TA,CBlock,Gd,Gd,Gd,940,GasA,TA,Y,SBrkr,1,0,3,1,TA,5,Detchd,1981,Unf,2,576,TA,Fa,Y,MnPrv,NA,10,2008,WD,Normal,147000
858,RL,65,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,No,702,GasA,Gd,Y,SBrkr,2,1,3,1,TA,6,Attchd,1994,Fin,2,343,TA,TA,Y,NA,NA,3,2009,WD,Normal,174000
859,RL,80,10400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,No,1090,GasA,TA,Y,SBrkr,2,0,3,1,TA,6,Attchd,1976,RFn,2,479,TA,TA,Y,MnPrv,NA,6,2009,WD,Family,152000
860,RL,NA,11029,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Mn,1054,GasA,TA,Y,SBrkr,2,1,4,1,Gd,9,Attchd,1968,Unf,2,619,TA,TA,Y,NA,NA,8,2006,WD,Normal,250000
861,RL,55,7642,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,BrkTil,TA,TA,No,912,GasA,Gd,Y,SBrkr,1,1,3,1,Gd,7,Detchd,1925,Unf,1,216,TA,TA,Y,GdPrv,NA,6,2007,WD,Normal,189950
862,RL,75,11625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,4,1965,1965,Hip,CompShg,Plywood,HdBoard,TA,TA,PConc,TA,TA,Mn,1039,GasA,Ex,Y,SBrkr,1,1,3,1,TA,6,Attchd,1965,Unf,2,504,TA,TA,Y,NA,NA,4,2010,WD,Normal,131500
863,RL,81,9672,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,5,1984,1985,Hip,CompShg,HdBoard,Plywood,TA,TA,PConc,Gd,TA,No,1040,GasA,TA,Y,SBrkr,2,0,3,1,TA,6,Attchd,1986,Unf,2,480,TA,TA,Y,GdPrv,NA,5,2010,WD,Normal,152000
864,RL,70,7931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,BrkFace,Plywood,TA,TA,CBlock,TA,TA,No,1148,GasA,TA,Y,SBrkr,1,0,3,1,TA,6,Attchd,1959,Unf,1,672,TA,TA,Y,GdPrv,NA,7,2009,WD,Normal,132500
865,FV,72,8640,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,No,1372,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,6,Attchd,2008,Fin,2,529,TA,TA,Y,NA,NA,5,2008,New,Partial,250580
866,RL,NA,8750,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,1002,GasA,TA,Y,SBrkr,1,0,3,1,TA,5,Detchd,1973,Unf,2,902,TA,TA,Y,MnPrv,NA,8,2009,WD,Normal,148500
867,RL,67,10656,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,1638,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,6,Attchd,2007,RFn,3,870,TA,TA,Y,NA,NA,11,2007,New,Partial,248900
868,RL,85,6970,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,1040,GasA,TA,Y,SBrkr,1,1,3,1,Fa,5,Attchd,1961,RFn,2,544,TA,TA,Y,NA,Shed,5,2007,WD,Normal,129000
869,RL,NA,14762,Pave,NA,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,6,1948,1950,Gable,CompShg,Plywood,Plywood,TA,TA,Slab,NA,NA,NA,0,GasA,Gd,Y,SBrkr,2,0,2,1,TA,7,Attchd,1979,Unf,2,672,TA,TA,P,NA,NA,5,2006,WD,Normal,169000
870,RL,80,9938,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,No,1050,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,8,Attchd,1993,Fin,2,574,TA,TA,Y,GdPrv,NA,6,2010,WD,Normal,236000
871,RL,60,6600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,894,GasA,Gd,N,SBrkr,1,0,2,1,TA,5,Detchd,1962,Unf,1,308,TA,TA,Y,NA,NA,8,2009,WD,Normal,109500
872,RL,70,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,804,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,7,Attchd,1998,RFn,2,523,TA,TA,Y,NA,NA,6,2010,WD,Normal,200500
873,RL,74,8892,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,Gd,TA,Stone,TA,TA,Av,105,GasA,Gd,Y,SBrkr,1,0,3,1,Gd,5,Attchd,1953,Unf,2,414,TA,TA,Y,GdWo,NA,10,2008,WD,Normal,116000
874,RL,60,12144,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,TA,TA,No,832,GasA,Gd,Y,SBrkr,1,0,3,1,TA,6,Attchd,1949,Unf,1,288,TA,TA,Y,NA,Othr,9,2009,WD,Normal,133000
875,RM,52,5720,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,676,GasA,Ex,Y,SBrkr,1,1,3,1,TA,5,Detchd,1941,Unf,1,200,TA,TA,Y,NA,NA,8,2009,WD,Abnorml,66500
876,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,Av,1184,GasA,Ex,Y,SBrkr,2,1,4,1,Ex,11,BuiltIn,2007,Fin,2,550,TA,TA,Y,NA,NA,8,2007,New,Partial,303477
877,RL,94,25286,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,1963,1963,Gable,CompShg,HdBoard,Plywood,TA,TA,PConc,TA,TA,Gd,1064,GasA,Gd,Y,SBrkr,1,0,3,1,TA,5,Attchd,1963,Unf,2,648,TA,TA,Y,NA,NA,1,2007,WD,Normal,132250
878,RL,74,8834,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,No,1462,GasA,Ex,Y,SBrkr,2,1,4,1,Ex,10,Attchd,2004,Fin,3,738,TA,TA,Y,NA,NA,6,2009,WD,Normal,350000
879,RL,88,11782,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Av,1109,GasA,TA,Y,SBrkr,1,0,3,1,Gd,6,Detchd,1987,Unf,2,576,TA,TA,Y,MnPrv,Shed,6,2010,WD,Normal,148000
880,RL,NA,7000,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,CBlock,TA,TA,No,864,GasA,Ex,Y,SBrkr,1,0,3,1,TA,6,Attchd,1978,Unf,1,336,TA,TA,Y,GdWo,NA,7,2009,WD,Normal,136500
881,RL,60,7024,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Ex,Gd,No,1090,GasA,Gd,Y,SBrkr,1,1,2,1,TA,5,Attchd,2005,Fin,2,450,TA,TA,Y,NA,NA,6,2007,WD,Normal,157000
882,RL,44,13758,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,Gd,Gd,CBlock,Gd,TA,Mn,1156,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,7,Attchd,1990,RFn,2,400,TA,TA,Y,NA,NA,4,2007,WD,Normal,187500
883,RL,NA,9636,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,No,808,GasA,Gd,Y,SBrkr,2,1,3,1,TA,7,BuiltIn,1993,RFn,2,389,TA,TA,Y,MnPrv,NA,12,2009,WD,Normal,178000
884,RL,60,6204,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,TA,Fa,No,795,GasA,TA,N,SBrkr,1,0,5,1,TA,10,Detchd,1997,Unf,1,440,TA,Gd,Y,NA,NA,3,2006,WD,Normal,118500
885,RL,65,7150,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,892,GasA,TA,Y,SBrkr,1,0,3,1,TA,5,Attchd,1967,RFn,1,288,TA,TA,Y,GdWo,NA,7,2009,WD,Normal,100000
886,FV,50,5119,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Ex,TA,Av,1698,GasA,Ex,Y,SBrkr,2,0,2,1,Gd,5,Attchd,1999,Fin,2,506,TA,TA,Y,NA,NA,1,2008,CWD,Abnorml,328900
887,RL,70,8393,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,1626,GasA,Ex,Y,SBrkr,2,0,4,2,TA,8,Attchd,2005,Fin,2,588,TA,TA,Y,NA,NA,6,2006,WD,Family,145000
888,RL,59,16466,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,TA,Gd,PConc,TA,TA,No,816,GasA,TA,Y,SBrkr,1,1,3,1,TA,8,Attchd,1955,Unf,1,300,TA,TA,Y,NA,NA,4,2008,WD,Normal,135500
889,RL,95,15865,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,Gd,Gd,PConc,TA,Gd,Gd,2217,GasA,Ex,Y,SBrkr,2,0,4,1,Gd,8,Attchd,1970,Unf,2,621,TA,TA,Y,NA,NA,10,2007,WD,Normal,268000
890,RL,128,12160,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,1505,GasA,Ex,Y,SBrkr,1,0,2,1,TA,6,Attchd,1953,RFn,2,505,TA,TA,Y,NA,NA,2,2009,WD,Normal,149500
891,RL,60,8064,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,Mn,672,GasA,Ex,Y,SBrkr,1,0,3,1,TA,6,Detchd,2003,Unf,2,576,TA,TA,Y,MnPrv,Shed,7,2007,WD,Normal,122900
892,RL,70,11184,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,918,GasA,Gd,Y,SBrkr,2,1,3,1,TA,7,Attchd,1978,RFn,2,440,TA,TA,Y,NA,NA,7,2009,WD,Normal,172500
